date,totals
2018-02-01,53915
2018-02-01,23344
2018-02-01,43777
2018-02-01,5057
2018-03-01,50610
2018-03-01,7800
2018-03-01,41551
2018-03-01,24492
2018-03-01,136228
2018-03-01,61839
2018-03-01,18091
2018-03-01,6298
2018-03-01,381
2018-03-01,137997
2018-03-01,67791
2018-03-01,1420
2018-03-01,24342
2018-03-01,271714
2018-03-01,121376
2018-03-01,21697
2018-03-01,18772
2018-03-01,421247
2018-03-01,31519
2018-03-01,10684
2018-03-01,17841
2018-03-01,22326
2018-03-01,59589
2018-03-01,72268
2018-03-01,27387
2018-03-01,58076
2018-03-01,13402
2018-03-01,9048
2018-03-01,14322
2018-03-01,14184
2018-03-01,10195
2018-03-01,18357
2018-03-01,37050
2018-03-01,61950
2018-03-01,6803
2018-03-01,91247
2018-03-01,35317
2018-03-01,41616
2018-03-01,123031
2018-03-01,3528
2018-03-01,29427
2018-03-01,10135
2018-03-01,71458
2018-03-01,161200
2018-03-01,33649
2018-03-01,6177
2018-03-01,55765
2018-03-01,66587
2018-03-01,40701
2018-03-01,56482
2018-03-01,6476
2018-04-01,34915
2018-04-01,7367
2018-04-01,31658
2018-04-01,18240
2018-04-01,121478
2018-04-01,47462
2018-04-01,15269
2018-04-01,4988
2018-04-01,321
2018-04-01,102426
2018-04-01,43671
2018-04-01,1393
2018-04-01,16974
2018-04-01,238774
2018-04-01,78367
2018-04-01,17457
2018-04-01,13184
2018-04-01,409485
2018-04-01,22491
2018-04-01,8745
2018-04-01,14105
2018-04-01,17983
2018-04-01,44190
2018-04-01,64410
2018-04-01,17470
2018-04-01,38859
2018-04-01,9795
2018-04-01,6643
2018-04-01,11470
2018-04-01,11372
2018-04-01,8958
2018-04-01,12859
2018-04-01,33326
2018-04-01,47770
2018-04-01,5793
2018-04-01,65456
2018-04-01,25345
2018-04-01,32494
2018-04-01,91401
2018-04-01,2332
2018-04-01,19286
2018-04-01,7040
2018-04-01,53166
2018-04-01,114704
2018-04-01,29213
2018-04-01,5081
2018-04-01,37720
2018-04-01,51693
2018-04-01,22379
2018-04-01,41542
2018-04-01,5065
2018-05-01,33193
2018-05-01,7548
2018-05-01,28285
2018-05-01,17667
2018-05-01,104498
2018-05-01,41583
2018-05-01,14409
2018-05-01,3674
2018-05-01,289
2018-05-01,95481
2018-05-01,39528
2018-05-01,1187
2018-05-01,18243
2018-05-01,233963
2018-05-01,78143
2018-05-01,13766
2018-05-01,11062
2018-05-01,395487
2018-05-01,20265
2018-05-01,6847
2018-05-01,11990
2018-05-01,18574
2018-05-01,35563
2018-05-01,47533
2018-05-01,15999
2018-05-01,31607
2018-05-01,8952
2018-05-01,5165
2018-05-01,10327
2018-05-01,9875
2018-05-01,8037
2018-05-01,11432
2018-05-01,25621
2018-05-01,43211
2018-05-01,4539
2018-05-01,51734
2018-05-01,21697
2018-05-01,28305
2018-05-01,75296
2018-05-01,1887
2018-05-01,17103
2018-05-01,5720
2018-05-01,50613
2018-05-01,111159
2018-05-01,31638
2018-05-01,2818
2018-05-01,32135
2018-05-01,46008
2018-05-01,17108
2018-05-01,28841
2018-05-01,4820
2018-06-01,32572
2018-06-01,6330
2018-06-01,28041
2018-06-01,18809
2018-06-01,99683
2018-06-01,38395
2018-06-01,14440
2018-06-01,3211
2018-06-01,259
2018-06-01,88991
2018-06-01,35963
2018-06-01,1170
2018-06-01,15401
2018-06-01,225006
2018-06-01,74423
2018-06-01,10904
2018-06-01,11501
2018-06-01,411606
2018-06-01,22339
2018-06-01,6156
2018-06-01,10333
2018-06-01,15930
2018-06-01,33308
2018-06-01,38204
2018-06-01,15858
2018-06-01,32616
2018-06-01,8746
2018-06-01,4418
2018-06-01,9442
2018-06-01,8511
2018-06-01,7413
2018-06-01,11259
2018-06-01,23921
2018-06-01,37350
2018-06-01,4124
2018-06-01,47756
2018-06-01,22471
2018-06-01,26685
2018-06-01,71106
2018-06-01,1685
2018-06-01,18597
2018-06-01,5779
2018-06-01,47938
2018-06-01,108008
2018-06-01,29176
2018-06-01,2725
2018-06-01,32496
2018-06-01,44090
2018-06-01,14127
2018-06-01,26403
2018-06-01,4362
2018-07-01,32572
2018-07-01,5714
2018-07-01,26359
2018-07-01,19399
2018-07-01,94672
2018-07-01,37788
2018-07-01,13650
2018-07-01,2840
2018-07-01,246
2018-07-01,82909
2018-07-01,34244
2018-07-01,1057
2018-07-01,14478
2018-07-01,198971
2018-07-01,60457
2018-07-01,10329
2018-07-01,11364
2018-07-01,393583
2018-07-01,20229
2018-07-01,5968
2018-07-01,10020
2018-07-01,14275
2018-07-01,32443
2018-07-01,36279
2018-07-01,14206
2018-07-01,30157
2018-07-01,7794
2018-07-01,4220
2018-07-01,8903
2018-07-01,8029
2018-07-01,6857
2018-07-01,10485
2018-07-01,22405
2018-07-01,35244
2018-07-01,3791
2018-07-01,45689
2018-07-01,19932
2018-07-01,23171
2018-07-01,66391
2018-07-01,1472
2018-07-01,17434
2018-07-01,5385
2018-07-01,48261
2018-07-01,122071
2018-07-01,22301
2018-07-01,2313
2018-07-01,32931
2018-07-01,41040
2018-07-01,13136
2018-07-01,26598
2018-07-01,4118
2018-08-01,37227
2018-08-01,6818
2018-08-01,34149
2018-08-01,20502
2018-08-01,103019
2018-08-01,40922
2018-08-01,14338
2018-08-01,2914
2018-08-01,329
2018-08-01,89711
2018-08-01,40046
2018-08-01,1129
2018-08-01,14312
2018-08-01,242864
2018-08-01,60712
2018-08-01,14306
2018-08-01,12690
2018-08-01,411800
2018-08-01,24273
2018-08-01,6951
2018-08-01,11281
2018-08-01,17975
2018-08-01,36381
2018-08-01,41548
2018-08-01,20545
2018-08-01,37674
2018-08-01,9309
2018-08-01,4456
2018-08-01,9350
2018-08-01,9005
2018-08-01,7216
2018-08-01,12038
2018-08-01,27145
2018-08-01,39800
2018-08-01,4700
2018-08-01,50289
2018-08-01,24190
2018-08-01,25648
2018-08-01,74944
2018-08-01,1733
2018-08-01,27280
2018-08-01,7156
2018-08-01,52483
2018-08-01,134727
2018-08-01,22634
2018-08-01,2781
2018-08-01,34578
2018-08-01,44867
2018-08-01,15366
2018-08-01,32732
2018-08-01,4445
2018-09-01,32706
2018-09-01,5699
2018-09-01,30667
2018-09-01,17072
2018-09-01,91975
2018-09-01,35347
2018-09-01,12754
2018-09-01,2843
2018-09-01,203
2018-09-01,78804
2018-09-01,36097
2018-09-01,975
2018-09-01,15566
2018-09-01,228695
2018-09-01,51787
2018-09-01,13861
2018-09-01,11429
2018-09-01,409385
2018-09-01,25058
2018-09-01,7926
2018-09-01,10237
2018-09-01,16320
2018-09-01,34781
2018-09-01,43339
2018-09-01,17683
2018-09-01,35005
2018-09-01,9770
2018-09-01,4763
2018-09-01,8486
2018-09-01,9009
2018-09-01,6138
2018-09-01,11160
2018-09-01,29374
2018-09-01,29572
2018-09-01,5226
2018-09-01,45698
2018-09-01,22160
2018-09-01,26644
2018-09-01,70420
2018-09-01,1621
2018-09-01,20159
2018-09-01,7305
2018-09-01,46134
2018-09-01,121366
2018-09-01,18221
2018-09-01,3590
2018-09-01,33627
2018-09-01,42874
2018-09-01,15411
2018-09-01,33194
2018-09-01,4988
2018-10-01,37123
2018-10-01,7768
2018-10-01,25560
2018-10-01,19762
2018-10-01,101623
2018-10-01,37586
2018-10-01,14477
2018-10-01,3418
2018-10-01,203
2018-10-01,82628
2018-10-01,40579
2018-10-01,1204
2018-10-01,16855
2018-10-01,237224
2018-10-01,59386
2018-10-01,15518
2018-10-01,13063
2018-10-01,413568
2018-10-01,24412
2018-10-01,9299
2018-10-01,11919
2018-10-01,17969
2018-10-01,40370
2018-10-01,54993
2018-10-01,18379
2018-10-01,41162
2018-10-01,10772
2018-10-01,6358
2018-10-01,8971
2018-10-01,9364
2018-10-01,6718
2018-10-01,11295
2018-10-01,32273
2018-10-01,39478
2018-10-01,6188
2018-10-01,51806
2018-10-01,27641
2018-10-01,27591
2018-10-01,80946
2018-10-01,1914
2018-10-01,21279
2018-10-01,9023
2018-10-01,54302
2018-10-01,112356
2018-10-01,19215
2018-10-01,3234
2018-10-01,35497
2018-10-01,48505
2018-10-01,17523
2018-10-01,37142
2018-10-01,4740
2018-11-01,45345
2018-11-01,6645
2018-11-01,30385
2018-11-01,24475
2018-11-01,106380
2018-11-01,44094
2018-11-01,14751
2018-11-01,4178
2018-11-01,290
2018-11-01,105975
2018-11-01,49784
2018-11-01,1188
2018-11-01,15793
2018-11-01,296910
2018-11-01,69171
2018-11-01,17001
2018-11-01,17477
2018-11-01,422343
2018-11-01,32383
2018-11-01,7769
2018-11-01,13684
2018-11-01,19392
2018-11-01,47460
2018-11-01,48884
2018-11-01,26230
2018-11-01,50096
2018-11-01,10113
2018-11-01,7306
2018-11-01,10787
2018-11-01,10049
2018-11-01,7339
2018-11-01,14338
2018-11-01,33969
2018-11-01,47992
2018-11-01,5861
2018-11-01,69894
2018-11-01,37716
2018-11-01,31878
2018-11-01,93168
2018-11-01,2134
2018-11-01,27082
2018-11-01,9456
2018-11-01,71786
2018-11-01,141813
2018-11-01,21266
2018-11-01,2964
2018-11-01,46478
2018-11-01,65316
2018-11-01,22695
2018-11-01,45446
2018-11-01,5442
2018-12-01,54383
2018-12-01,7251
2018-12-01,36275
2018-12-01,26272
2018-12-01,110017
2018-12-01,50544
2018-12-01,16119
2018-12-01,5024
2018-12-01,223
2018-12-01,120419
2018-12-01,58400
2018-12-01,1106
2018-12-01,19937
2018-12-01,302031
2018-12-01,76653
2018-12-01,17188
2018-12-01,19707
2018-12-01,404143
2018-12-01,37030
2018-12-01,9349
2018-12-01,14251
2018-12-01,17968
2018-12-01,45271
2018-12-01,56506
2018-12-01,31697
2018-12-01,56347
2018-12-01,11523
2018-12-01,7870
2018-12-01,13017
2018-12-01,11247
2018-12-01,7784
2018-12-01,15956
2018-12-01,36322
2018-12-01,51028
2018-12-01,5805
2018-12-01,72587
2018-12-01,40599
2018-12-01,36216
2018-12-01,98737
2018-12-01,2196
2018-12-01,31823
2018-12-01,9052
2018-12-01,76042
2018-12-01,165244
2018-12-01,24726
2018-12-01,3729
2018-12-01,52942
2018-12-01,70974
2018-12-01,24786
2018-12-01,43572
2018-12-01,6666
2019-01-01,44989
2019-01-01,4582
2019-01-01,29039
2019-01-01,17258
2019-01-01,98502
2019-01-01,38491
2019-01-01,16324
2019-01-01,4119
2019-01-01,360
2019-01-01,97486
2019-01-01,44839
2019-01-01,1068
2019-01-01,13634
2019-01-01,331325
2019-01-01,160140
2019-01-01,16067
2019-01-01,13767
2019-01-01,308573
2019-01-01,21945
2019-01-01,6682
2019-01-01,11976
2019-01-01,19812
2019-01-01,35884
2019-01-01,53145
2019-01-01,17416
2019-01-01,36657
2019-01-01,7695
2019-01-01,6635
2019-01-01,10920
2019-01-01,9156
2019-01-01,6892
2019-01-01,11571
2019-01-01,29388
2019-01-01,46230
2019-01-01,4459
2019-01-01,49856
2019-01-01,28793
2019-01-01,28668
2019-01-01,77420
2019-01-01,2093
2019-01-01,23546
2019-01-01,6803
2019-01-01,58167
2019-01-01,119902
2019-01-01,25082
2019-01-01,2417
2019-01-01,37857
2019-01-01,56051
2019-01-01,15320
2019-01-01,34545
2019-01-01,4075
2019-02-01,46203
2019-02-01,5233
2019-02-01,32776
2019-02-01,20289
2019-02-01,96970
2019-02-01,40467
2019-02-01,15040
2019-02-01,3682
2019-02-01,364
2019-02-01,101991
2019-02-01,48900
2019-02-01,1032
2019-02-01,16965
2019-02-01,190886
2019-02-01,71892
2019-02-01,15181
2019-02-01,15224
2019-02-01,328572
2019-02-01,24345
2019-02-01,6794
2019-02-01,12190
2019-02-01,18604
2019-02-01,39073
2019-02-01,50984
2019-02-01,21681
2019-02-01,42502
2019-02-01,8224
2019-02-01,5759
2019-02-01,11643
2019-02-01,10213
2019-02-01,7030
2019-02-01,14727
2019-02-01,28043
2019-02-01,49154
2019-02-01,4420
2019-02-01,57518
2019-02-01,32166
2019-02-01,28726
2019-02-01,84567
2019-02-01,2105
2019-02-01,29811
2019-02-01,6992
2019-02-01,62785
2019-02-01,135931
2019-02-01,27648
2019-02-01,3172
2019-02-01,41532
2019-02-01,47674
2019-02-01,18810
2019-02-01,34612
2019-02-01,4842
2019-03-01,51923
2019-03-01,7136
2019-03-01,37340
2019-03-01,22246
2019-03-01,123056
2019-03-01,46915
2019-03-01,18362
2019-03-01,4985
2019-03-01,417
2019-03-01,114001
2019-03-01,56804
2019-03-01,1129
2019-03-01,18314
2019-03-01,376018
2019-03-01,98597
2019-03-01,20108
2019-03-01,17353
2019-03-01,379268
2019-03-01,25970
2019-03-01,8766
2019-03-01,15083
2019-03-01,20670
2019-03-01,51698
2019-03-01,75386
2019-03-01,23090
2019-03-01,51487
2019-03-01,11143
2019-03-01,6878
2019-03-01,13856
2019-03-01,11684
2019-03-01,8410
2019-03-01,16850
2019-03-01,35004
2019-03-01,53896
2019-03-01,5990
2019-03-01,70826
2019-03-01,35704
2019-03-01,35949
2019-03-01,105892
2019-03-01,2640
2019-03-01,33312
2019-03-01,8174
2019-03-01,66433
2019-03-01,141056
2019-03-01,82398
2019-03-01,4054
2019-03-01,48527
2019-03-01,61812
2019-03-01,21859
2019-03-01,47671
2019-03-01,5880
2019-04-01,41146
2019-04-01,6505
2019-04-01,30222
2019-04-01,15812
2019-04-01,114466
2019-04-01,39433
2019-04-01,15726
2019-04-01,3807
2019-04-01,409
2019-04-01,93693
2019-04-01,40952
2019-04-01,1212
2019-04-01,16004
2019-04-01,405464
2019-04-01,106096
2019-04-01,15144
2019-04-01,11933
2019-04-01,381411
2019-04-01,19650
2019-04-01,7375
2019-04-01,12537
2019-04-01,17738
2019-04-01,40570
2019-04-01,72720
2019-04-01,15894
2019-04-01,35825
2019-04-01,9419
2019-04-01,5267
2019-04-01,10524
2019-04-01,9389
2019-04-01,8173
2019-04-01,12483
2019-04-01,31154
2019-04-01,42651
2019-04-01,5135
2019-04-01,53819
2019-04-01,26528
2019-04-01,30299
2019-04-01,79853
2019-04-01,2175
2019-04-01,24607
2019-04-01,6581
2019-04-01,48624
2019-04-01,106112
2019-04-01,77263
2019-04-01,3236
2019-04-01,35052
2019-04-01,53377
2019-04-01,15583
2019-04-01,38561
2019-04-01,4821
2019-05-01,43908
2019-05-01,6376
2019-05-01,28950
2019-05-01,15317
2019-05-01,111816
2019-05-01,36814
2019-05-01,14737
2019-05-01,3694
2019-05-01,417
2019-05-01,88204
2019-05-01,37444
2019-05-01,1105
2019-05-01,17565
2019-05-01,381771
2019-05-01,292587
2019-05-01,12850
2019-05-01,11538
2019-05-01,332076
2019-05-01,19274
2019-05-01,6552
2019-05-01,10904
2019-05-01,18007
2019-05-01,35352
2019-05-01,56564
2019-05-01,15190
2019-05-01,34114
2019-05-01,8603
2019-05-01,4495
2019-05-01,9769
2019-05-01,8193
2019-05-01,7693
2019-05-01,11856
2019-05-01,26731
2019-05-01,38637
2019-05-01,4312
2019-05-01,43850
2019-05-01,24627
2019-05-01,26970
2019-05-01,72244
2019-05-01,1813
2019-05-01,24977
2019-05-01,5792
2019-05-01,44913
2019-05-01,107763
2019-05-01,77058
2019-05-01,2659
2019-05-01,30515
2019-05-01,53125
2019-05-01,13173
2019-05-01,30307
2019-05-01,4793
2019-06-01,42898
2019-06-01,5557
2019-06-01,26746
2019-06-01,13956
2019-06-01,115987
2019-06-01,34773
2019-06-01,14041
2019-06-01,3204
2019-06-01,305
2019-06-01,85730
2019-06-01,34910
2019-06-01,857
2019-06-01,17541
2019-06-01,373166
2019-06-01,273660
2019-06-01,10933
2019-06-01,10622
2019-06-01,369622
2019-06-01,17509
2019-06-01,5809
2019-06-01,9839
2019-06-01,16256
2019-06-01,32369
2019-06-01,45667
2019-06-01,13809
2019-06-01,32674
2019-06-01,8276
2019-06-01,4411
2019-06-01,9248
2019-06-01,8018
2019-06-01,7208
2019-06-01,11056
2019-06-01,23636
2019-06-01,34768
2019-06-01,3914
2019-06-01,42122
2019-06-01,23701
2019-06-01,25185
2019-06-01,66423
2019-06-01,1609
2019-06-01,23186
2019-06-01,5566
2019-06-01,44802
2019-06-01,101762
2019-06-01,69438
2019-06-01,2269
2019-06-01,33543
2019-06-01,83436
2019-06-01,12841
2019-06-01,28507
2019-06-01,4447
2019-07-01,51757
2019-07-01,5298
2019-07-01,26325
2019-07-01,13684
2019-07-01,89532
2019-07-01,33812
2019-07-01,13362
2019-07-01,2873
2019-07-01,375
2019-07-01,84024
2019-07-01,34787
2019-07-01,1045
2019-07-01,19637
2019-07-01,439458
2019-07-01,61139
2019-07-01,11507
2019-07-01,10662
2019-07-01,319270
2019-07-01,17385
2019-07-01,5437
2019-07-01,9891
2019-07-01,15272
2019-07-01,31607
2019-07-01,42454
2019-07-01,13918
2019-07-01,31627
2019-07-01,8110
2019-07-01,4044
2019-07-01,8635
2019-07-01,7439
2019-07-01,7049
2019-07-01,11128
2019-07-01,22471
2019-07-01,36694
2019-07-01,3794
2019-07-01,39206
2019-07-01,22754
2019-07-01,24493
2019-07-01,66052
2019-07-01,1561
2019-07-01,21886
2019-07-01,5323
2019-07-01,43647
2019-07-01,91183
2019-07-01,76002
2019-07-01,2183
2019-07-01,32513
2019-07-01,37439
2019-07-01,12289
2019-07-01,25170
2019-07-01,4469
2019-08-01,69377
2019-08-01,6796
2019-08-01,33851
2019-08-01,18303
2019-08-01,99146
2019-08-01,38755
2019-08-01,13326
2019-08-01,3547
2019-08-01,386
2019-08-01,107318
2019-08-01,45508
2019-08-01,1025
2019-08-01,16411
2019-08-01,491715
2019-08-01,74022
2019-08-01,11760
2019-08-01,13227
2019-08-01,315348
2019-08-01,23780
2019-08-01,7686
2019-08-01,11823
2019-08-01,19189
2019-08-01,39967
2019-08-01,53571
2019-08-01,21951
2019-08-01,42413
2019-08-01,9931
2019-08-01,5396
2019-08-01,10782
2019-08-01,9617
2019-08-01,7721
2019-08-01,13906
2019-08-01,26227
2019-08-01,44438
2019-08-01,5228
2019-08-01,50963
2019-08-01,29350
2019-08-01,29328
2019-08-01,83346
2019-08-01,1895
2019-08-01,27354
2019-08-01,6971
2019-08-01,46533
2019-08-01,133647
2019-08-01,74699
2019-08-01,2936
2019-08-01,41457
2019-08-01,40144
2019-08-01,16501
2019-08-01,35146
2019-08-01,4754
2019-09-01,56872
2019-09-01,6106
2019-09-01,29307
2019-09-01,16285
2019-09-01,95540
2019-09-01,35333
2019-09-01,12365
2019-09-01,3356
2019-09-01,610
2019-09-01,89815
2019-09-01,39794
2019-09-01,969
2019-09-01,15818
2019-09-01,483162
2019-09-01,72951
2019-09-01,12081
2019-09-01,11473
2019-09-01,286064
2019-09-01,23463
2019-09-01,8510
2019-09-01,11386
2019-09-01,16991
2019-09-01,40925
2019-09-01,54733
2019-09-01,16974
2019-09-01,36924
2019-09-01,10091
2019-09-01,5065
2019-09-01,9285
2019-09-01,8940
2019-09-01,7372
2019-09-01,11850
2019-09-01,32332
2019-09-01,38305
2019-09-01,5455
2019-09-01,44767
2019-09-01,25203
2019-09-01,28008
2019-09-01,77630
2019-09-01,1842
2019-09-01,23280
2019-09-01,6932
2019-09-01,40468
2019-09-01,121718
2019-09-01,73084
2019-09-01,2991
2019-09-01,37059
2019-09-01,38130
2019-09-01,17740
2019-09-01,36278
2019-09-01,5176
2019-10-01,63254
2019-10-01,8281
2019-10-01,28833
2019-10-01,19303
2019-10-01,96252
2019-10-01,37564
2019-10-01,12574
2019-10-01,3982
2019-10-01,933
2019-10-01,97214
2019-10-01,43417
2019-10-01,1102
2019-10-01,19392
2019-10-01,478329
2019-10-01,77713
2019-10-01,16605
2019-10-01,13324
2019-10-01,303650
2019-10-01,24893
2019-10-01,9912
2019-10-01,13720
2019-10-01,18059
2019-10-01,44078
2019-10-01,62920
2019-10-01,19167
2019-10-01,44498
2019-10-01,11496
2019-10-01,5807
2019-10-01,10464
2019-10-01,9754
2019-10-01,7327
2019-10-01,12265
2019-10-01,33982
2019-10-01,42903
2019-10-01,5886
2019-10-01,50834
2019-10-01,28794
2019-10-01,30395
2019-10-01,86066
2019-10-01,2050
2019-10-01,26707
2019-10-01,8783
2019-10-01,45015
2019-10-01,121299
2019-10-01,76361
2019-10-01,3348
2019-10-01,40490
2019-10-01,42984
2019-10-01,18239
2019-10-01,39395
2019-10-01,5067
2019-11-01,77657
2019-11-01,7213
2019-11-01,31352
2019-11-01,23192
2019-11-01,92765
2019-11-01,39682
2019-11-01,13789
2019-11-01,4258
2019-11-01,595
2019-11-01,107274
2019-11-01,48604
2019-11-01,923
2019-11-01,17385
2019-11-01,450084
2019-11-01,80002
2019-11-01,20819
2019-11-01,17643
2019-11-01,391747
2019-11-01,28692
2019-11-01,8297
2019-11-01,14459
2019-11-01,16649
2019-11-01,51439
2019-11-01,55511
2019-11-01,26494
2019-11-01,51008
2019-11-01,10295
2019-11-01,6208
2019-11-01,10424
2019-11-01,9538
2019-11-01,7955
2019-11-01,13508
2019-11-01,33832
2019-11-01,48107
2019-11-01,5738
2019-11-01,65092
2019-11-01,40823
2019-11-01,32305
2019-11-01,92011
2019-11-01,2149
2019-11-01,31593
2019-11-01,8510
2019-11-01,58890
2019-11-01,140598
2019-11-01,76354
2019-11-01,3094
2019-11-01,57662
2019-11-01,40764
2019-11-01,20851
2019-11-01,43909
2019-11-01,5411
2019-12-01,100100
2019-12-01,7840
2019-12-01,38171
2019-12-01,25699
2019-12-01,106600
2019-12-01,47496
2019-12-01,13289
2019-12-01,4920
2019-12-01,755
2019-12-01,128789
2019-12-01,63154
2019-12-01,1199
2019-12-01,20609
2019-12-01,548192
2019-12-01,81766
2019-12-01,19747
2019-12-01,20244
2019-12-01,405291
2019-12-01,35358
2019-12-01,8806
2019-12-01,15005
2019-12-01,15069
2019-12-01,49209
2019-12-01,58701
2019-12-01,32804
2019-12-01,58129
2019-12-01,12540
2019-12-01,8271
2019-12-01,12762
2019-12-01,10232
2019-12-01,8427
2019-12-01,15629
2019-12-01,32574
2019-12-01,54582
2019-12-01,6058
2019-12-01,69642
2019-12-01,41600
2019-12-01,37374
2019-12-01,96382
2019-12-01,2406
2019-12-01,37962
2019-12-01,8999
2019-12-01,75036
2019-12-01,166241
2019-12-01,87883
2019-12-01,3484
2019-12-01,76559
2019-12-01,52234
2019-12-01,22990
2019-12-01,41584
2019-12-01,7556
2020-01-01,79332
2020-01-01,4706
2020-01-01,33224
2020-01-01,19126
2020-01-01,96567
2020-01-01,42133
2020-01-01,15695
2020-01-01,4482
2020-01-01,666
2020-01-01,110019
2020-01-01,52557
2020-01-01,1182
2020-01-01,16541
2020-01-01,612411
2020-01-01,80283
2020-01-01,22600
2020-01-01,15578
2020-01-01,367301
2020-01-01,23686
2020-01-01,7400
2020-01-01,13961
2020-01-01,18235
2020-01-01,47110
2020-01-01,56561
2020-01-01,20420
2020-01-01,43596
2020-01-01,9499
2020-01-01,7021
2020-01-01,11074
2020-01-01,10856
2020-01-01,8313
2020-01-01,13095
2020-01-01,32390
2020-01-01,53819
2020-01-01,4866
2020-01-01,55784
2020-01-01,31908
2020-01-01,31752
2020-01-01,88224
2020-01-01,2701
2020-01-01,30365
2020-01-01,7002
2020-01-01,53382
2020-01-01,129176
2020-01-01,80856
2020-01-01,3052
2020-01-01,68420
2020-01-01,49714
2020-01-01,17974
2020-01-01,38349
2020-01-01,4984
2020-02-01,75336
2020-02-01,5466
2020-02-01,37100
2020-02-01,21445
2020-02-01,95430
2020-02-01,40549
2020-02-01,16851
2020-02-01,4321
2020-02-01,551
2020-02-01,116238
2020-02-01,54250
2020-02-01,1264
2020-02-01,18476
2020-02-01,620067
2020-02-01,85107
2020-02-01,20889
2020-02-01,17535
2020-02-01,398247
2020-02-01,24696
2020-02-01,7966
2020-02-01,15005
2020-02-01,18525
2020-02-01,47557
2020-02-01,61603
2020-02-01,24788
2020-02-01,48705
2020-02-01,10448
2020-02-01,6616
2020-02-01,13069
2020-02-01,10549
2020-02-01,8548
2020-02-01,15076
2020-02-01,31863
2020-02-01,52252
2020-02-01,5498
2020-02-01,63156
2020-02-01,34408
2020-02-01,33430
2020-02-01,93240
2020-02-01,2597
2020-02-01,36085
2020-02-01,7962
2020-02-01,57867
2020-02-01,142928
2020-02-01,83113
2020-02-01,3642
2020-02-01,67257
2020-02-01,48418
2020-02-01,20942
2020-02-01,41799
2020-02-01,5500
2020-03-01,92652
2020-03-01,9939
2020-03-01,82771
2020-03-01,31651
2020-03-01,164497
2020-03-01,77305
2020-03-01,23103
2020-03-01,8123
2020-03-01,692
2020-03-01,192234
2020-03-01,84601
2020-03-01,1843
2020-03-01,30989
2020-03-01,645109
2020-03-01,129016
2020-03-01,24652
2020-03-01,29816
2020-03-01,235305
2020-03-01,42015
2020-03-01,14627
2020-03-01,29414
2020-03-01,23579
2020-03-01,107492
2020-03-01,96654
2020-03-01,33583
2020-03-01,76262
2020-03-01,16885
2020-03-01,11154
2020-03-01,22236
2020-03-01,22466
2020-03-01,10922
2020-03-01,24571
2020-03-01,59787
2020-03-01,83077
2020-03-01,9136
2020-03-01,114086
2020-03-01,50194
2020-03-01,59115
2020-03-01,125013
2020-03-01,6169
2020-03-01,50953
2020-03-01,11332
2020-03-01,88458
2020-03-01,274211
2020-03-01,101382
2020-03-01,7023
2020-03-01,83675
2020-03-01,75529
2020-03-01,26346
2020-03-01,77811
2020-03-01,8847
2020-04-01,70748
2020-04-01,8560
2020-04-01,59986
2020-04-01,30575
2020-04-01,122999
2020-04-01,52249
2020-04-01,12986
2020-04-01,5701
2020-04-01,552
2020-04-01,128670
2020-04-01,52299
2020-04-01,1818
2020-04-01,21747
2020-04-01,632564
2020-04-01,88276
2020-04-01,26108
2020-04-01,18994
2020-04-01,205536
2020-04-01,31559
2020-04-01,11589
2020-04-01,20963
2020-04-01,7934
2020-04-01,53914
2020-04-01,75099
2020-04-01,29581
2020-04-01,58011
2020-04-01,14690
2020-04-01,7517
2020-04-01,18621
2020-04-01,14935
2020-04-01,9072
2020-04-01,13216
2020-04-01,27035
2020-04-01,67465
2020-04-01,6803
2020-04-01,68812
2020-04-01,42054
2020-04-01,44816
2020-04-01,76134
2020-04-01,3988
2020-04-01,39327
2020-04-01,8487
2020-04-01,77829
2020-04-01,197343
2020-04-01,96612
2020-04-01,5618
2020-04-01,64835
2020-04-01,57202
2020-04-01,22429
2020-04-01,55375
2020-04-01,8566
2020-05-01,80519
2020-05-01,8883
2020-05-01,51098
2020-05-01,25917
2020-05-01,110823
2020-05-01,49967
2020-05-01,10935
2020-05-01,4858
2020-05-01,538
2020-05-01,115815
2020-05-01,63658
2020-05-01,1494
2020-05-01,21863
2020-05-01,661470
2020-05-01,92156
2020-05-01,17359
2020-05-01,20044
2020-05-01,394969
2020-05-01,32565
2020-05-01,10674
2020-05-01,18282
2020-05-01,16371
2020-05-01,78813
2020-05-01,70553
2020-05-01,29067
2020-05-01,57221
2020-05-01,14809
2020-05-01,5502
2020-05-01,17987
2020-05-01,12817
2020-05-01,9681
2020-05-01,17442
2020-05-01,26764
2020-05-01,61155
2020-05-01,6179
2020-05-01,69739
2020-05-01,36214
2020-05-01,41224
2020-05-01,87752
2020-05-01,3232
2020-05-01,42137
2020-05-01,7379
2020-05-01,95314
2020-05-01,179192
2020-05-01,89255
2020-05-01,4973
2020-05-01,58898
2020-05-01,53922
2020-05-01,21549
2020-05-01,49535
2020-05-01,6272
2020-06-01,139873
2020-06-01,9060
2020-06-01,74055
2020-06-01,30792
2020-06-01,158349
2020-06-01,66038
2020-06-01,18215
2020-06-01,8225
2020-06-01,897
2020-06-01,210415
2020-06-01,106541
2020-06-01,1660
2020-06-01,28744
2020-06-01,706404
2020-06-01,141947
2020-06-01,24450
2020-06-01,22817
2020-06-01,395188
2020-06-01,44903
2020-06-01,12090
2020-06-01,25932
